mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,filename,label,class
-356.39948,76.2719,-5.460344,-4.064656,-16.302086,-3.744197,-5.722632,-29.21527,-19.083652,-10.810317,-9.665803,-1.8483452,-7.8795295,-8.102865,1.485094,5.5166564,11.202977,14.680894,13.148229,4.1628275,-9.754089,-14.64133,-7.5842156,-2.34191,-4.961172,-9.61124,-10.728683,-8.840244,-7.0208726,-4.4574986,-7.0400634,-6.326492,3.1588833,5.712635,1.8135586,1.5081377,2.625057,2.0879323,-1.9572527,-5.804358,cat_109.wav,0,cat
-370.4581,118.26794,12.074588,15.963948,16.903008,-1.1264479,-7.216431,-2.8475773,-13.138087,-12.315421,-1.6822555,-9.324735,-11.924639,-7.0942297,-9.612923,-9.257522,-5.111463,-6.711123,-7.8253465,-8.3482275,-6.0652165,-5.6985435,-7.190011,-3.5716429,-5.7521634,-6.40124,-3.906865,-6.0955715,-5.4616694,-3.7108076,-2.829223,-1.8538774,-2.9242532,-0.905663,-0.17733575,-1.8592103,-1.1520705,-3.7049057,-2.710714,-0.10519226,cat_11.wav,0,cat
-216.71439,88.81275,-40.946564,74.52982,-15.104873,32.36603,-15.035225,31.277163,-5.76358,-3.7143233,7.4866004,3.9912465,27.91386,10.533856,27.62823,7.433234,-12.603602,-17.25994,25.04782,1.3428292,-15.016833,1.314596,-3.8246956,5.3332086,6.406217,14.468385,-1.097696,9.08278,0.83127517,-8.54409,-2.513436,0.38308805,-2.9443276,-4.8667135,3.8303392,-4.9975324,5.3314147,4.7295947,1.2798345,0.44262224,cat_110.wav,0,cat
-218.63521,183.29755,-61.159958,-13.373677,32.132088,-3.1308267,-20.380718,9.534559,5.223861,-13.532387,-2.9474502,-0.107038535,-1.4828969,-6.65713,-5.106529,-0.59360504,-2.9338665,-4.4232345,-6.1911154,-3.3566759,-2.296531,-5.1025095,-1.9924408,0.89592063,-1.7738168,-2.817474,-2.8463924,-1.9940822,-1.5117147,-2.8767176,-2.3190105,-0.13794099,0.30839413,-2.1650894,-1.4703273,-0.8498452,-0.5897292,0.575739,-0.6823854,-0.06752436,cat_112.wav,0,cat
-332.431,89.36267,58.095955,21.077147,-39.81525,12.691722,-7.646781,4.478569,-13.625753,-5.360803,-0.9151838,-2.9426455,13.336798,-5.100124,5.548994,8.383603,7.3712835,5.314894,3.066402,-7.8318577,2.5770137,4.398357,-3.291222,4.2088223,-7.9158235,-1.5478051,0.56374615,-2.71567,-2.5543547,0.7872685,2.6092095,4.056437,1.1391226,-3.2810972,1.313969,-3.7353737,1.5451038,0.67277515,-0.14029627,-0.17566681,cat_113.wav,0,cat
-296.70148,154.20067,-31.964575,49.931374,-40.269836,42.079254,-24.360876,20.095966,-11.766044,10.541856,3.8392332,0.72087425,12.165664,-9.922314,11.677721,-12.410512,9.045275,-9.472798,2.9732225,-4.245757,-1.3103889,-1.8604798,-6.340209,2.3821056,-8.392828,4.292839,-7.8699026,4.246907,-4.1006713,0.049350824,-3.6759827,-1.3047163,1.3742081,-4.5794797,3.0776768,-4.2248974,3.0681405,-4.433273,3.0538418,-1.7427958,cat_114.wav,0,cat
-377.79993,66.60518,5.127216,15.075455,4.410642,5.276988,10.281534,6.269257,-2.8507962,-6.391246,-8.057586,-6.971363,-1.9811682,-3.0838523,0.3815526,-0.63676214,-3.9490972,-3.278159,-2.4962258,-2.2602031,-4.145676,-5.39855,-4.9619994,-0.6043863,2.1494498,0.7419412,-1.0494148,-0.7828044,-0.69060564,-2.256489,-1.9659655,-1.3858272,-1.5959594,-2.1055925,-2.0298972,-1.903552,-2.4882348,-3.092413,-4.136568,-4.318352,cat_115.wav,0,cat
-384.5171,65.74633,13.523154,18.82084,11.823716,10.324402,10.628878,8.987099,4.9764776,1.1690539,4.323678,2.8080688,0.99881405,0.33511776,0.38146976,3.7385702,6.202321,5.6055164,2.56357,-1.9242244,-3.101653,0.06092476,1.990171,1.4956222,-1.406539,-3.0351152,-1.8515197,-1.0701873,-1.1207681,-1.3285226,-0.22897317,0.51323754,-0.20713262,-0.49640226,-0.6848646,-1.3350768,-1.8566359,-3.5359192,-3.7036192,-1.8220038,cat_116.wav,0,cat
-423.77222,116.70867,-26.096733,59.04177,-16.079401,30.311825,-10.400312,18.27171,6.2302666,1.6111531,9.788801,-5.492376,9.157941,-8.4781275,9.400367,-2.0465581,8.410305,2.6124897,-0.468374,4.1588464,-5.6926756,4.4615135,-4.432926,4.6772914,-3.0307076,-0.023626404,-1.0428499,-0.97199535,0.9370994,-5.6167026,1.8542126,-3.315184,3.7713244,-3.2854455,-0.3013215,-0.92118603,-3.9871223,-0.68203306,-4.999216,0.7806478,cat_117.wav,0,cat
-407.96042,116.54344,-28.469797,63.929855,-19.213095,33.50361,-11.374575,20.21985,7.1214,0.50120974,8.514028,-7.53299,9.526849,-9.712972,10.230827,-1.5214448,7.480218,0.8728405,-0.2395038,5.3682566,-4.253168,5.7280707,-5.6021447,4.2082014,-2.4269109,1.3758802,-1.5426868,-1.757924,0.7992423,-4.531889,1.2838144,-6.222756,3.3823965,-4.0697317,-0.2179868,-1.0169625,-3.8173673,0.33885857,-5.1663475,1.1643027,cat_118.wav,0,cat
-289.2501,128.30197,-0.42883694,13.141689,2.1056774,11.382749,-4.057816,2.0808003,2.221348,-0.7985848,-2.0068526,-4.652797,-1.5187595,-4.8498573,0.0056242174,0.68320554,4.717823,4.4410024,5.363942,5.096784,5.055779,5.642897,2.8525095,3.1097863,1.646333,1.9782938,-0.084004536,-1.8467302,-4.8414083,-3.6039205,-2.0280087,-1.0225074,0.8717411,-0.14836465,0.46691677,-0.3283154,0.5652656,-0.33786294,-1.2386591,-1.1166499,cat_119.wav,0,cat
-396.94678,154.30829,-23.298853,47.24573,-1.0434657,14.472347,-16.379807,4.2364497,-17.091974,-12.744848,3.0076714,-13.78148,-5.5780916,-11.020965,-3.462784,-12.943668,-4.071379,-7.0928717,-5.527417,-7.5333495,-8.679063,-2.3981316,-10.155371,-0.24187092,-6.6597176,-4.442086,-3.9053519,-5.6589456,-3.808269,-4.6172795,-1.6815195,-3.425398,-3.1237323,-2.4183135,-0.79464614,-4.084382,-0.8302706,-4.373625,-3.5156786,-0.361643,cat_12.wav,0,cat
-219.3369,143.23264,-104.01589,-4.9237704,-11.283149,-28.363644,-3.0393848,8.103891,-1.0619166,18.56387,19.250738,12.188911,0.6474187,14.952994,13.766605,-9.854124,8.918318,3.944749,11.853917,5.00864,5.3881054,5.058018,-7.185612,4.6753163,-3.2254088,-4.0297036,-5.1980624,-4.248412,-4.753655,-0.40651914,-2.223848,-2.9853983,8.859983,4.208994,4.2374063,3.3178494,4.0946345,2.751164,0.5410041,0.058271486,cat_120.wav,0,cat
-298.42825,113.13349,-5.083965,3.3753455,-7.5177736,10.064456,6.0900106,13.3019,0.03500765,-2.8361382,3.658258,7.848747,7.5657773,2.853909,6.4373507,-5.098983,-1.9476929,-1.2492453,2.4097998,0.79937905,-5.4742966,0.0035042362,5.486167,8.5783,5.09248,6.4051495,3.6824045,1.5198258,-0.6281602,0.5962386,2.8103917,0.29730907,-0.971434,-0.5051508,1.9358704,0.4377721,2.5100853,0.8638444,-1.3144207,-0.971039,cat_121.wav,0,cat
-336.11987,91.79219,-106.08291,-25.552843,15.143416,20.472086,-4.810708,0.050602354,-4.5633717,-0.34375632,15.099114,-6.1768985,-12.045128,-8.195805,-6.4698777,0.9208919,0.55097306,-4.931967,0.01203537,0.8798592,0.8661991,-6.4995456,-9.928308,-2.5405648,-1.9115664,-3.7218528,-6.3777413,-1.1567696,-8.7203865,-12.5983,-0.86028945,-2.164876,-7.3353314,-5.4310603,-4.723134,-2.6562994,1.2508097,-2.794268,0.6232755,-2.730972,cat_122.wav,0,cat
-193.08118,139.93152,-31.581686,48.62355,-16.078897,32.485283,-12.66481,17.851032,-10.478915,25.796867,12.189607,-27.339466,-4.347309,-10.157143,7.9540567,-9.299906,-0.7835952,-3.843725,8.414325,-1.7453661,-4.9463935,1.5092857,2.6495495,4.475056,-13.097004,-2.7979062,-0.2985517,1.0491562,-7.6671877,8.324136,-5.9872475,-17.407694,-0.55352044,-7.53778,-5.0526743,-1.987455,2.6676733,-8.825453,-2.7128346,-7.8441234,cat_123.wav,0,cat
-268.96396,66.07921,-47.05818,77.789986,-9.196589,24.515179,-11.245203,23.972223,-4.2373023,-5.747812,14.698012,6.6412115,33.997,8.238685,-4.8773265,-13.907694,6.474599,12.90302,4.6209354,-12.128135,-5.8911347,14.472997,12.626971,3.5807254,-5.1652327,7.595288,-3.4400923,-7.3021226,-2.6982892,3.5237699,-5.2021775,-6.0531287,11.626081,5.2156405,1.8629199,0.8931846,-2.448334,-7.6228805,3.8142421,-0.39461,cat_124.wav,0,cat
-285.27005,152.12433,-92.174065,3.5529592,33.371807,-40.792274,-2.4739735,19.437588,-21.588531,-1.2685616,5.820746,-18.040567,-1.1611519,4.300858,-4.9349203,8.849053,7.4736824,-1.691352,9.487097,4.2708845,-2.2818503,7.211592,2.7392309,-1.0959392,6.0045724,3.226623,1.1859139,6.951357,3.7648883,3.306267,7.562597,5.139354,4.71674,5.817809,3.9799235,5.05338,5.7726293,3.50994,5.0656567,4.5174828,cat_125.wav,0,cat
-395.6447,21.61996,-51.801884,40.94863,-19.100317,21.262617,-11.0639305,8.576527,-4.228881,-0.84173113,-1.8454325,1.4049112,19.644274,8.577864,17.64752,0.9496288,2.3578362,-1.3898278,5.449023,-0.4813969,-1.995069,-1.5700963,0.7681939,10.364491,2.7919185,5.3912277,-0.6153799,6.0348563,-0.6610819,-1.4739128,-0.13420981,-0.34524983,2.8185644,-0.6114067,3.7984955,0.54494303,2.768302,0.5189592,3.083743,0.3016004,cat_126.wav,0,cat
-344.6083,29.448984,-100.85007,53.671158,-41.825314,30.397558,-32.944622,8.52349,-12.4639225,-3.0788882,-9.940577,-4.2579236,23.631489,4.943924,28.018652,5.6258044,12.152246,-0.47702166,6.9701643,-4.8488436,-2.3175738,-5.429006,-4.3898563,11.173274,-0.45502114,3.980962,-5.479758,10.118323,-2.659786,-1.708848,-2.0040514,0.65010446,5.2886033,-2.5303764,3.9204094,-2.1079357,2.8294098,-3.4921272,3.4476855,-1.4883889,cat_127.wav,0,cat
-387.14194,57.058887,-66.216736,45.59376,-33.390034,26.75025,-17.674023,6.3896985,-11.997219,-3.0082598,-4.9366674,-7.459205,11.819784,0.17198911,12.926873,-0.1220268,11.733651,-0.64594734,6.252894,0.5670158,2.5863945,3.045418,-1.6045958,4.888967,-3.3329244,3.0575123,-4.453713,4.211449,-1.8399497,1.0445634,-0.8315458,-0.23762888,3.894126,-1.6705437,3.4237595,-0.93111205,2.7605894,-3.4551134,1.9239577,0.7032344,cat_128.wav,0,cat
-283.59637,133.36244,-26.804953,-4.651589,-3.1572516,-6.763733,-12.337004,-3.038395,-5.2379937,1.0076897,-13.923334,-15.159684,-4.6781874,-23.10476,-4.898285,9.029829,9.382845,9.872144,1.2909597,-4.7527337,-10.303482,-8.62151,-3.3569336,-3.4378622,-7.5224123,-9.352484,-5.406662,-3.702816,-5.745878,-6.8924894,-4.185508,6.180103,7.461426,4.5455027,1.3364656,-0.45426044,-3.2225676,-9.204881,-3.3177845,-1.3276204,cat_129.wav,0,cat
-393.36884,133.06815,0.17393938,31.999489,5.436955,5.8622675,-10.34052,-4.2876215,-11.754473,-13.610925,-1.1025964,-12.620609,-5.522795,-4.315172,-6.3865447,-5.6817355,-4.9523716,-5.849051,-3.2542703,-5.240923,-6.2386293,-3.3647337,-6.282765,-0.7421584,-4.2283854,-3.013027,-1.159904,-5.9881163,-1.2807478,-3.089495,-3.0963976,-1.4848619,-3.31469,-0.011665731,-1.3918939,-3.4055812,-1.6543468,-4.029545,-1.633244,0.2121937,cat_13.wav,0,cat
-177.08826,122.38452,-53.164497,53.45442,-17.395308,42.59344,-22.156258,25.592861,4.7681384,-0.77267385,-1.5656687,2.3185825,17.2299,2.4640875,23.35762,-3.7571814,8.975581,0.41374186,8.417228,-1.7697653,-6.428588,0.7095649,-1.8838531,7.7214227,-7.165914,2.9789019,1.8833807,1.8347297,-2.9875965,0.99166006,3.258838,2.3228633,-1.646082,-1.1453539,4.008366,-3.9950607,4.0434437,1.3914627,3.1471872,0.081613146,cat_130.wav,0,cat
-338.70297,140.38818,41.204517,31.256521,24.084417,34.845524,16.295906,11.206426,1.6841705,1.518271,5.701833,5.3117886,2.4938242,5.611289,14.736456,2.811513,8.052489,5.816782,2.1378105,3.2254696,-3.244041,3.018015,1.5439824,-0.49365473,2.1571069,0.7524445,0.23098893,1.7868862,0.8833286,0.14037465,1.3844668,0.21541286,-1.2316157,0.6280298,-0.57427037,-1.5259298,0.3076949,-0.4236464,0.63286185,-1.2313033,cat_131.wav,0,cat
-284.8194,88.3401,-27.625483,5.210548,-30.256035,10.767658,-8.439489,-0.50849336,-6.195408,-4.340461,-10.290581,-8.75931,-0.52881217,-5.481777,11.437656,-9.835021,2.8866909,4.4345675,-1.0320914,2.697541,-8.492328,-0.38131618,1.5853287,2.010214,1.1885046,3.741275,1.8645638,-1.1253774,-1.2617714,-2.9070513,-1.2935102,2.0752587,0.015705325,0.8856848,1.8641609,-1.4902576,1.8918263,1.9712592,3.7632456,-1.118607,cat_132.wav,0,cat
-212.38223,119.14535,-67.07425,38.836372,-34.476433,33.584892,-23.748247,13.493369,-2.3767426,6.7785916,4.3811064,-4.657073,12.78663,-8.419532,6.55079,-4.392783,13.895845,4.0858426,10.646483,7.6659517,6.6856513,10.550225,3.628186,7.853754,-0.6024611,5.320648,1.6798679,8.245797,1.1270384,3.9608436,0.6235667,0.74012077,3.2570326,0.5488628,6.3869314,2.1608288,11.789654,8.4098835,11.768726,5.557096,cat_133.wav,0,cat
-312.14215,130.22682,-7.2497015,5.1582127,-0.76568216,8.934324,1.9242827,-11.937812,-1.0753287,-10.346504,-8.967882,3.321418,3.5519347,13.847186,19.463137,11.281303,4.465648,-3.7258577,1.1922115,8.163287,4.900286,4.318547,0.016132815,3.789462,10.208508,5.214214,6.5567737,11.124878,9.297874,3.8796477,-3.0598016,-0.8446801,4.3857436,-0.80171037,-2.2152367,-0.33551255,-2.859601,1.1132628,6.8881893,8.536377,cat_134.wav,0,cat
-277.4863,106.558075,-5.063033,16.276915,-3.6953342,11.194163,-5.242242,1.8115494,7.0310845,-3.1028569,-3.860915,2.4875104,9.449049,16.335472,19.342731,4.8395367,0.6320287,-6.2523174,1.2019564,4.326796,-1.4190676,-0.19777487,0.3516393,7.036519,7.073982,5.6183248,5.6582937,11.4275675,9.114869,1.7560945,1.4744879,2.2045107,3.1002154,1.1036136,-1.1408794,-0.2586328,1.6003202,3.2048662,5.8883696,0.6875066,cat_135.wav,0,cat
-271.10425,85.19451,-47.789577,43.27671,-9.001781,18.033756,-4.201273,8.42527,12.956767,2.1501477,9.789487,1.0371042,9.008483,-0.4186467,1.8308388,2.072228,5.870056,8.448911,12.108684,14.312278,7.5449133,5.87271,2.0489728,3.599067,2.2961478,1.3865036,-0.010470263,-0.7985867,-0.096053354,1.5030239,0.56706744,-0.85865724,-0.105528116,2.1874495,6.672686,5.75303,6.659031,6.3186245,5.673237,2.4407208,cat_136.wav,0,cat
-211.7483,98.30926,-78.68409,62.911324,-33.641052,32.712593,-24.436422,17.89707,4.5300593,3.1566553,5.967677,-5.9704204,9.501458,-10.025017,10.110783,0.9898106,12.999246,5.479317,11.369251,7.611162,4.5051827,5.1527567,0.961071,6.171428,0.08495235,5.355955,-6.1698084,0.8344174,-0.24895582,3.935374,1.9059292,2.0255444,8.341908,7.258082,9.921628,2.0096788,6.444615,0.7219549,2.6318514,2.3379197,cat_137.wav,0,cat
-172.45522,115.08029,-88.78007,0.83641577,-50.675728,12.1361265,-18.736803,13.658526,2.7981446,-16.187008,-5.606872,0.5602472,-2.398744,-7.140893,9.934823,2.0208967,11.017176,-2.987668,3.4941332,-2.280879,-0.96851313,-1.7859313,-4.876923,0.9024788,-9.776843,-2.5961442,-10.029757,-0.58263516,3.9122744,11.506118,16.950998,11.362588,4.45911,-3.862837,-4.3782315,-2.3458335,6.7332287,1.1521063,0.82978976,-6.501386,cat_138.wav,0,cat
-195.42139,124.62856,-93.495834,-10.116132,-30.563162,14.83778,-29.475723,18.140404,-2.789,-2.8126316,1.0888652,-9.648725,-4.331386,-14.171812,11.261416,1.9762347,9.631556,-0.86550975,0.87999094,-4.354999,-3.4713514,0.8157936,-1.4137732,2.8278909,-6.445586,-1.3632127,-7.178144,-1.5870165,-4.1396036,3.9957848,10.2474,13.963642,13.816122,3.8876212,2.248453,-4.5453467,3.3279984,2.0607,4.4127,-1.8981885,cat_139.wav,0,cat
-425.1399,-2.0175982,-30.76371,1.7826695,-11.812626,29.955074,-10.612604,24.424868,-18.069077,2.0016434,6.8269167,6.0666947,5.793295,-13.441455,10.139465,-6.5336633,5.990969,-1.4224058,6.2008452,-1.2414404,-1.9452109,4.7285824,0.86072105,7.57897,0.66197926,5.9395075,0.49054772,4.0205383,0.4715764,4.081572,-1.2149793,-2.355645,1.307319,-1.4081793,2.1162806,-2.6670868,2.2056217,-1.3308247,0.5665304,-1.0939925,cat_14.wav,0,cat
-158.6178,101.57602,-128.97359,24.507292,-38.330025,18.896027,-34.399757,25.814877,-9.005097,1.0478343,1.602347,-18.413013,8.121824,-2.8543646,5.3437304,-5.8051815,10.784079,-4.112156,6.3489842,-1.22608,2.7517538,-4.037344,-5.719494,4.7124414,-5.307851,4.660654,-11.120231,0.5347697,-2.7624698,1.749508,0.46428043,4.099831,8.303356,1.0739812,1.4788803,-5.08317,5.141691,-1.5113086,4.991376,-0.74993926,cat_140.wav,0,cat
-128.16722,81.29596,-130.0483,49.08871,-54.86399,27.9907,-27.249298,19.172295,-1.9443134,3.0861464,-3.0676003,-7.1949515,10.767726,-10.648215,2.5883193,-6.6244636,12.343555,-9.031944,7.514525,-4.6783524,-2.608804,0.8381867,-5.593412,-1.5819848,-9.018846,10.5697365,5.328884,16.299356,3.4105783,4.3211007,-4.106672,-2.2355146,5.1407146,1.1625606,3.7690814,-7.765633,1.5900254,-2.7495403,4.4898777,-0.6918572,cat_141.wav,0,cat
-292.629,100.745224,-29.640814,31.763586,-6.4886866,30.517252,-9.583885,20.218117,6.6438866,13.649055,13.448793,9.953157,18.391321,0.81728446,10.5427065,-0.4713963,14.0262985,1.5474117,0.9407957,4.477131,8.485748,8.767852,2.5402393,6.1608715,-0.93469685,7.586333,-1.424323,7.335429,7.464294,4.0448527,2.5967112,-0.13017371,5.449008,0.03637461,1.551574,-4.4626055,-1.022688,-6.050887,-3.2660162,3.6837554,cat_142.wav,0,cat
-324.43542,87.35079,-32.281837,26.845892,1.3642933,15.495088,-1.2489579,14.708212,9.768415,0.028021017,5.1641846,4.6753707,9.587313,0.31900206,3.4629884,-0.43193993,1.7031491,1.3527014,2.0631196,1.8945656,0.91127807,2.175471,1.6616236,1.7365931,-1.0458968,1.2721993,-1.3062106,1.016827,-1.4373419,-1.6769038,-1.0575893,-1.1633182,1.6092753,-1.0789036,1.0298079,-1.1831626,-0.4989299,0.12198079,0.5894538,0.3263761,cat_143.wav,0,cat
-442.41525,39.654396,-45.56645,5.4471493,-20.901815,-5.610096,-16.700455,5.539155,-9.266845,5.3101864,-6.8980885,-0.59680927,3.6592762,-9.165706,5.016459,-8.376458,0.7286782,-7.4825234,-2.0199401,-2.1392963,-1.1207603,-1.05534,-3.5381515,0.21858324,-4.211377,1.7140977,-3.5182574,0.4875519,-2.520508,-0.7878906,-0.68207675,-0.80664116,-0.39150506,-1.8106984,0.5170933,-1.1697538,2.37766,-1.0965166,1.8211699,-0.85179555,cat_144.wav,0,cat
-261.84515,126.85702,-27.851805,59.39997,-29.062914,36.872875,-9.935615,15.258788,-4.3032317,3.176075,-3.111387,-2.9094849,9.731443,-4.3674293,12.318267,-8.6203575,4.7231193,-5.922879,4.277493,-3.7632263,-2.772077,0.6091247,-4.140668,3.711283,-6.1995764,2.4663227,-4.920444,4.2241096,-1.0440147,1.4572667,-0.95223814,-3.2299352,-0.43608937,-3.99502,2.2467442,-3.1374106,2.8815668,-3.406781,0.7493781,-1.6631012,cat_146.wav,0,cat
-262.89755,126.766716,-31.620188,66.0263,-33.88705,39.863693,-13.367543,16.771246,-4.950223,2.8589995,-2.9585264,-3.0099366,9.116353,-6.1464114,11.869925,-9.151019,6.5306354,-6.9296217,5.066899,-4.6093,-2.4146702,1.5558273,-4.3302326,3.3347716,-7.2534924,2.3602448,-5.898535,4.4980483,-1.7468458,1.6302953,-1.5111169,-3.0294938,-0.41811538,-4.4338717,2.1477392,-4.2754474,2.7722044,-4.0309253,0.503454,-2.6696792,cat_147.wav,0,cat
-250.13838,115.76286,-25.109476,58.004765,-28.314653,34.707233,-10.046305,12.532526,-1.2966835,-0.13597031,-1.8814387,-4.4798236,6.8415837,-4.829859,9.86089,-7.464832,3.7124817,-4.2963233,4.39861,-3.8396406,-3.969598,1.9314424,-4.382096,2.0808463,-6.5159135,0.80003643,-4.9417143,1.7669296,-1.6433015,1.0139863,-0.17471845,-2.6828768,0.41054955,-3.7515163,1.290879,-3.7319355,1.0024921,-3.4718356,-0.1762981,-2.0006707,cat_148.wav,0,cat
